State,Post_2005,Post_2006,Post_2007,Post_2008,Post_2009,Post_2010,Post_2011,Post_2012,Post_2013,Post_2014,Post_2015,Post_2016,Post_2017,Post_2018,Post_2019,Post_2020,Post_2021,Post_2022
Uttar Pradesh_Jaunpur,5.471111111,6.333611111,6.885555556,5.979166667,7.745555556,7.102777778,6.451111111,6.134166667,4.3175,4.138181818,6.005238095,4.483478261,5.017826087,4.639230769,4.019310345,4.706398336,4.241045188,4.962955669
Uttar Pradesh_Jhansi,6.787647059,8.409411765,9.077647059,7.645882353,7.265294118,6.797058824,5.885,5.833571429,4.853846154,5.312307692,6.624615385,6.514615385,7.258461538,5.66,6.306923077,6.044800793,5.486728329,5.959958655
Uttar Pradesh_Kannauj,6.994285714,8.344285714,8.652857143,8.214285714,9.145714286,8.472857143,7.655,8.08,8.258333333,8.58,10.094,10.266,9.466,11.13,8.066666667,10.55501667,7.983443819,10.36483024
Uttar Pradesh_Kanpur Dehat,6.632,8.303,9.072,7.822,8.508,8.546666667,8.118888889,8.854444444,8.126666667,9.231111111,11.65875,11.47,10.86333333,10.14777778,10.93375,10.61754758,9.3795208,10.15079914
Uttar Pradesh_Kanpur Nagar,6.432,7.407,7.805,6.007,7.217,7.462,5.121111111,5.188888889,4.728888889,5.953333333,6.483333333,6.36,6.125,5.50125,5.46,5.405771814,5.362712353,5.704646918
Uttar Pradesh_Kasganj,7.46,7.315,7.6175,6.4075,7.97,7.41,6.08,6.745,6.41,7.43,8.23,8.73,8.53,7.98,8.88,8.070713341,7.500748423,8.085983396
Uttar Pradesh_Kaushambi,13.89357143,15.01142857,14.54571429,14.28,16.08857143,16.56142857,15.99428571,15.34714286,11.87545455,12.498,14.703,14.6,14.943,15.23,13.98777778,14.95183166,13.93028053,15.49455429
Uttar Pradesh_Lakhimpur Kheri,3.755,4.175,4.800833333,2.965833333,2.861666667,3.035833333,3.745,3.633333333,3.412727273,3.848181818,4.64,4.011,4.387777778,4.447777778,5.102222222,4.39912897,4.736399102,4.16149489
Uttar Pradesh_Kushinagar,2.023,2.268,2.126,2.223,2.85,2.105,2.196,1.982,1.667,1.047,2.581,2.704,2.651,1.9275,1.371666667,2.160568203,1.669545344,2.174767131
Uttar Pradesh_Lalitpur,3.779333333,4.934666667,6.971333333,5.734666667,5.793333333,5.842666667,8.852,3.913,3.919166667,3.384,4.691,3.76625,5.085,3.78,2.897142857,4.151789643,3.300655773,4.155735221
Uttar Pradesh_Lucknow,12.7116,13.0908,13.4328,12.1092,12.8372,13.4104,13.4275,13.03666667,14.28833333,14.50956522,16.07913043,16.75565217,16.5,17.64434783,18.77619048,16.96279019,15.67948766,16.97949575
Uttar Pradesh_Hathras,7.428571429,8.277142857,7.848571429,9.425714286,11.00285714,10.28857143,9.097142857,10.17,8.448333333,9.251666667,9.176,9.136,9.806,9.538,9.365,9.669276756,8.653395615,9.606469283
Uttar Pradesh_Maharajganj,1.461428571,2.524285714,2.022857143,2.105714286,2.722857143,1.878571429,1.931428571,1.77,1.3,1.585714286,2.995,2.431666667,2.73,1.4375,1.0925,1.832015555,1.350076851,1.919341626
Uttar Pradesh_Mahoba,5.05,7.61,8.023333333,6.004166667,6.295,6.930833333,5.388333333,5.6625,2.426666667,3.36625,4.00375,3.01125,6.1825,5.78625,5.717142857,5.300937682,5.102448716,5.155216673
Uttar Pradesh_Mainpuri,2.69875,2.7675,3.77,3.79875,4.2275,4.245,3.703333333,3.726666667,3.044,1.5875,1.7675,2.125,2.3,2.22,2.44,2.738564638,2.437475646,2.728750632
Uttar Pradesh_Mathura,4.604666667,6.875333333,6.66,5.777333333,6.565333333,6.238666667,4.875714286,4.555,4.6175,4.468333333,5.115833333,4.900833333,5.814166667,4.643333333,4.716363636,4.648236641,4.710301208,4.696616442
Uttar Pradesh_Mau,3.796,4.693,3.674,2.653333333,4.665555556,3.655555556,3.898888889,5.387777778,3.325555556,4.878,5.253333333,3.023333333,5.35875,5.465,4.48875,5.116267352,4.404506781,5.035917116
Uttar Pradesh_Meerut,7.95375,8.2625,9.86,10.24625,10.965,10.71571429,10.77333333,9.525,11.35,11.04166667,12.45666667,12.65,13.13666667,14.55,16.27333333,14.17936135,15.20191827,14.21570016
Uttar Pradesh_Mirzapur,7.832352941,6.972941176,9.018235294,7.911176471,9.877058824,8.5,7.589411765,7.528235294,7.422352941,6.251176471,9.318235294,6.288,7.189333333,7.005625,5.786875,7.377548694,5.356482675,7.347334684
Uttar Pradesh_Moradabad,1.3925,4.17,4.4075,1.9525,2.8125,2.1275,2.6025,2.97,2.26,2.576666667,3.083333333,3.423333333,2.333333333,1.956666667,2.113333333,2.451266285,2.270136492,2.360485438
Uttar Pradesh_Muzaffarnagar,3.4025,4.49625,5.77125,5.71,6.41375,6.05125,5.494,6.116,5.31,6.304,6.278,6.386,5.643333333,5.766666667,5.72,5.661212823,5.693474825,5.724648112
Uttar Pradesh_Pilibhit,2.29,3.24875,2.6025,2.145714286,2.442857143,2.65375,2.78125,2.93625,3.35,3.724285714,4.38,3.534285714,3.877142857,3.462857143,3.617142857,3.809434064,3.576990794,3.812885716
Uttar Pradesh_Pratapgarh,6.235588235,7.449142857,7.958285714,7.612285714,8.645428571,8.806857143,7.542571429,6.702647059,4.455862069,6.535517241,7.532142857,7.085925926,7.208148148,6.616428571,5.136666667,7.084062168,5.305031184,6.975824512
Uttar Pradesh_Allahabad,5.785405405,7.381621622,7.0275,5.675,7.828378378,8.242702703,7.397027027,6.149459459,3.957941176,5.852857143,7.225,5.5746875,6.876774194,6.974516129,5.468387097,6.995943802,5.662053736,6.958708925
Uttar Pradesh_Rae Bareli,3.846976744,4.836046512,4.940930233,4.424883721,4.440697674,4.985581395,3.504857143,3.34,3.44,2.415769231,4.14625,4.064583333,3.440416667,3.505,3.145,3.655172991,3.555705556,3.780298938
Uttar Pradesh_Rampur,3.39,5.903333333,3.656666667,4.62,5.923333333,5.26,4.153333333,5.876666667,4.17,3.575,3.575,3.39,2.78,4.28,4.32,4.058373087,3.674074726,4.051741166
Uttar Pradesh_Saharanpur,5.626,7.338,7.826,6.094,7.098,6.722,5.614,6.688,5.636,6.862,5.964,6.628,5.688,4.808,5.226,5.584569638,5.181809646,5.762779378
Uttar Pradesh_Sant Kabir Nagar,1.856,2.212,2.378,1.88,2.652,2.434,2.75,1.752,1.44,0.976,3.88,3.638,2.092,3.935,3.5725,3.464513688,3.486461022,3.224799537
Uttar Pradesh_Sant Ravi Das Nagar,6.774285714,7.677142857,10.12428571,6.794285714,9.897142857,8.99,8.42,7.305714286,7.523333333,6.94,8.951666667,6.908333333,7.102857143,7.168571429,6.248571429,7.425859541,6.063251387,7.58087629
Uttar Pradesh_Shahjahanpur,4.371428571,5.987142857,4.994285714,3.57,4.535714286,4.392857143,4.635,5.145,5.556666667,5.658333333,6.66,6.641666667,6.76,5.893333333,5.693333333,6.094803279,5.657150156,6.048398907
Uttar Pradesh_Shravasti,2.346666667,2.899333333,2.692,2.314666667,2.289333333,2.71,3.195384615,2.898461538,2.959230769,2.510769231,3.301538462,2.643846154,2.758461538,3.263076923,3.025384615,2.904304506,3.114754149,3.144403904
Uttar Pradesh_Siddharth Nagar,1.609,2.996,2.818181818,2.691818182,2.407272727,2.42,2.973636364,3.103636364,2.599090909,2.254545455,3,2.506363636,2.206363636,3.175454545,3.211,2.855632657,2.99091487,3.009098577
Uttar Pradesh_Sitapur,3.553333333,3.734666667,4.004666667,2.596,2.284666667,3.270666667,3.594,3.690666667,4.114,4.678666667,5.206666667,5.076,5.536153846,5.144615385,5.22,4.963027994,4.716950544,4.957660676
Uttar Pradesh_Sonbhadra,6.5935,6.6405,7.0525,6.0345,6.677,8.0765,5.0775,5.464,5.893888889,4.84,7.226875,3.653333333,6.407222222,5.649473684,4.96,5.900413243,5.11905714,5.711461025
Uttar Pradesh_Sultanpur,4.136153846,4.867435897,5.608461538,4.494871795,5.128717949,5.575675676,4.818529412,4.981515152,3.490606061,4.516363636,5.1821875,5.8575,5.650322581,5.421290323,4.681,5.301242729,4.623119619,5.189681635
Uttar Pradesh_Unnao,4.278157895,5.600263158,5.898421053,5.212631579,5.615263158,5.153421053,4.4790625,4.21137931,4.315517241,4.50862069,5.454482759,5.466428571,5.948214286,5.411111111,5.7272,5.224961166,5.322812464,5.329930742
Uttar Pradesh_Varanasi,8.396153846,8.840769231,9.596153846,7.003076923,10.48384615,10.76076923,9.301538462,10.00461538,9.9,9.532727273,10.68545455,7.817272727,7.99,9.5425,7.8775,9.19736125,8.259874381,9.446919366
Uttarakhand_Champawat,27.87,32.035,15.23,11.42,11.47,16.615,14.115,13.645,10.975,21.615,25.44,20.535,13.94,12.99,13.64,18.83791629,14.57434384,17.70452687
Uttarakhand_Dehradun,8.343846154,10.55538462,7.309230769,9.166153846,10.79230769,7.413076923,7.966923077,8.888461538,8.352307692,9.621538462,10.98846154,10.48384615,9.524615385,8.470769231,10.50230769,9.102359486,9.774556972,9.195720198
Uttarakhand_Hardwar,2.3125,3.6775,2.7025,3.5325,3.6625,2.9975,3.1975,4.325,3.9425,4.11,3.0275,3.8,4.7675,4.8875,4.8875,4.627344208,4.487036836,4.647932017
Uttarakhand_Nainital,23.658,24.856,23.312,19.136,22.456,20.322,25.878,24.644,21.61,25.652,25.264,26.604,25.892,25.752,28.58,26.89152431,27.29243001,26.64277524
Uttarakhand_Udham Singh Nagar,2.866521739,3.687391304,2.61173913,2.716956522,3.247391304,3.42,3.465217391,3.820434783,3.57173913,3.734782609,3.983043478,4.180434783,3.840434783,3.72826087,5.276086957,4.224210047,4.69741701,4.088027791
West Bengal_Bankura,3.53654321,3.751219512,3.355625,3.17915493,3.125522388,5.37030303,3.723432836,3.800441176,2.471449275,3.166901408,4.44,3.032702703,2.955432099,3.78097561,3.517051282,3.228991127,3.473053135,3.326979682
West Bengal_Barddhaman,5.353611111,6.349861111,5.920142857,5.194571429,6.823283582,5.967272727,7.833857143,7.067714286,7.432714286,7.047826087,7.580724638,8.542586207,7.137647059,8.647941176,9.280555556,8.184949919,7.063017307,8.560235318
West Bengal_Birbhum,4.717926829,4.202345679,4.244342105,4.188571429,4.627702703,5.5275,5.42164557,6.11925,5.645061728,5.641948052,7.018571429,6.351842105,6.1905,7.261,7.255384615,6.78522484,6.504133616,7.035888999
West Bengal_Dakshin Dinajpur,3.02625,5.01,5.22,3.49,3.4475,3.66375,6.00375,4.6525,4.63125,4.383333333,4.383333333,3.34,4.202857143,4.777142857,3.592857143,4.688566355,3.952021379,4.614956329
West Bengal_Darjiling,3.446,3.589,4.565,3.447,3.268,3.208,3.904,3.465,3.946,2.30875,3.4125,3.127777778,4.594444444,3.961111111,4.112222222,3.953761467,3.93562929,3.861423783
West Bengal_Haora,4.138,3.927333333,4.309166667,3.432727273,5.527142857,4.737142857,4.696428571,4.699285714,4.285714286,5.352142857,5.797857143,4.059333333,4.304,5.466428571,6.386428571,4.863370706,4.533964201,5.213061152
West Bengal_Hugli,4.404864865,6.609722222,5.930882353,5.597714286,7.937575758,8.445454545,7.510810811,8.771052632,6.456944444,8.617567568,8.74027027,9.585789474,8.599210526,9.388333333,8.758285714,9.532839044,8.591068817,9.301210206
West Bengal_Jalpaiguri,3.206206897,3.405517241,3.207931034,3.32,2.982857143,3.195714286,3.267777778,2.94962963,3.579615385,2.876153846,3.566153846,3.047692308,3.685555556,3.649285714,3.351851852,3.87912786,3.337264795,3.818852898
West Bengal_Koch Bihar,2.403076923,2.637307692,2.105,2.791538462,1.657692308,2.515384615,2.697692308,2.232307692,2.364166667,1.8124,2.714,2.27375,2.508636364,2.7016,2.4104,2.190694342,2.519322539,2.689242523
West Bengal_Maldah,3.712058824,4.489411765,3.590588235,4.116764706,4.042424242,4.743823529,4.883939394,5.438787879,5.573235294,4.925,5.763125,4.393076923,4.778888889,5.004285714,4.48875,4.990954499,4.367366554,5.027115842
West Bengal_Murshidabad,4.282131148,4.802622951,3.93440678,4.885762712,5.460925926,6.800185185,5.312786885,6.695322581,5.634032258,6.482333333,6.941166667,6.657115385,7.167678571,7.152727273,7.7076,6.90107288,6.990222716,7.227673419
West Bengal_Nadia,3.291,4.175306122,3.074081633,2.770212766,3.602553191,5.121489362,3.425744681,4.54106383,4.017755102,4.298163265,3.657346939,3.803555556,3.693333333,4.213913043,4.4375,4.552427233,4.315333451,4.227915279
West Bengal_North 24 Parganas,2.847073171,3.733414634,2.65195122,2.940243902,3.419512195,3.848780488,4.005238095,4.039761905,5.037317073,4.575641026,4.720789474,4.310606061,3.523170732,4.422195122,4.018205128,4.378537887,4.22937196,4.279073861
West Bengal_Pashchim Medinipur,3.826041667,4.111666667,5.216122449,4.797142857,6.078163265,6.323404255,7.938297872,7.605319149,8.109375,8.734893617,10.06808511,8.221590909,6.690625,7.906938776,7.016938776,8.031795074,7.026061544,8.031953733
West Bengal_Purba Medinipur,5.354230769,6.44,5.007692308,6.492307692,7.8824,9.721153846,10.2768,10.57541667,10.2372,10.66041667,12.18454545,12.206,10.117,10.701,8.883529412,12.02180999,9.890360692,10.59720832
West Bengal_Puruliya,3.583157895,4.360526316,3.227678571,3.6975,3.488461538,5.6248,3.821071429,3.849122807,3.028333333,3.065882353,4.367058824,3.80375,3.404117647,3.8728,3.765625,3.62178046,3.680208025,3.70873633
West Bengal_South 24 Parganas,3.176585366,3.559512195,3.179512195,3.645609756,3.97175,4.492195122,4.452926829,4.453170732,5.011463415,6.22075,6.275128205,5.990263158,6.388974359,6.3875,6.313076923,6.065417585,5.036934421,5.958397303
West Bengal_Uttar Dinajpur,2.13875,3.16,3.030769231,2.462857143,2.822142857,2.359285714,3.381428571,2.870769231,3.296153846,3.557692308,3.479230769,2.278571429,2.883571429,3.167857143,2.865714286,2.920140812,2.924803212,3.138810116
Nct Of Delhi,10.44807737,10.7366811,11.37336064,11.17288525,11.32034886,10.62714999,11.54980282,11.9506373,11.63592646,12.9817328,12.33130271,12.44229012,20.79603086,17.71989506,17.45829272,17.22599026,15.8096831,16.28685671
