State,Pre_2005,Pre_2006,Pre_2007,Pre_2008,Pre_2009,Pre_2010,Pre_2011,Pre_2012,Pre_2013,Pre_2014,Pre_2015,Pre_2016,Pre_2017,Pre_2018,Pre_2019,Pre_2020,Pre_2021,Pre_2022
Uttar Pradesh_Hamirpur,11.975,10.56277778,14.02777778,17.66722222,15.77555556,16.90611111,16.67777778,13.88611111,12.69777778,12.036875,11.28214286,11.97923077,10.25384615,11.85615385,12.69076923,11.72967262,12.83114698,12.26049478
Uttar Pradesh_Hardoi,4.1676,4.5004,4.4708,5.0836,5.153333333,4.6184,4.8796,4.8316,4.82,4.84,5.546818182,5.431904762,5.715238095,5.809473684,4.875882353,5.077858024,5.009775024,5.242206166
Uttar Pradesh_Jalaun,8.640416667,9.305416667,10.38956522,12.01,10.78958333,10.95625,10.80380952,10.01421053,10.26894737,9.134210526,9.951111111,12.47222222,12.18388889,12.76764706,12.00823529,12.3845705,12.20620694,12.52068479
Uttar Pradesh_Jaunpur,7.022222222,7.233611111,7.731666667,8.344166667,8.126388889,8.329166667,7.633333333,7.696944444,7.407741935,6.13875,4.962857143,7.042857143,5.392608696,5.441666667,6.316296296,5.522127664,5.858907865,5.587805919
Uttar Pradesh_Jhansi,8.393529412,9.037058824,9.754117647,10.65411765,9.304705882,8.710588235,8.700588235,7.678571429,7.451538462,6.734615385,6.216923077,8.047692308,7.969230769,8.79,7.563076923,8.526416685,8.263492078,8.472815489
Uttar Pradesh_Kannauj,9.134285714,9.047142857,9.471428571,9.888571429,9.535714286,10.22714286,9.235714286,8.531666667,8.94,9.67,10.058,10.394,10.396,8.986,7.393333333,9.303440403,10.36040037,9.299418501
Uttar Pradesh_Kanpur Dehat,8.564,8.543,10.214,10.597,9.533,10.498,9.891111111,10.05666667,10.26444444,9.575555556,11.3625,11.8,11.6425,11.4575,11.2725,11.29729557,11.31561056,10.66472106
Uttar Pradesh_Kanpur Nagar,8.155,8.269,8.765,9.54,8.377,9.227,6.892222222,7.433333333,6.825555556,6.594444444,7.21,8.147777778,7.882222222,7.905,7.53875,8.116318593,7.794378342,8.102863523
Uttar Pradesh_Kasganj,7.05,8.0775,7.815,8.16,7.8225,7.485,6.46,6.575,6.08,6.94,8.3,8.78,8.68,7.93,8.18,8.074234411,8.094573153,8.417118289
Uttar Pradesh_Kaushambi,14.28428571,15.89142857,16.32214286,16.82357143,16.18714286,16.69785714,16.755,16.74785714,15.76846154,13.457,14.536,15.412,15.222,15.918,15.995,15.61379139,15.92181708,15.89427068
Uttar Pradesh_Lakhimpur Kheri,5.32,4.98,5.241666667,4.875833333,5.0575,5.23,4.535833333,4.811666667,4.601666667,4.870909091,5.034,5.02,5.048,5.453333333,5.348888889,5.369763749,5.329120667,5.281467038
Uttar Pradesh_Kushinagar,4.044,3.593,3.623,3.782,3.962,3.77,3.507,3.959,4.178,3.694,2.98,3.607,3.235,3.335,2.9,3.286807129,3.855780267,3.393458093
Uttar Pradesh_Lalitpur,6.900666667,6.846,7.308666667,8.193333333,7.06,6.996,6.856,5.292,5.469166667,4.834,4.954,5.692,4.64,5.24625,4.582857143,5.105437075,4.696476429,5.151592849
Uttar Pradesh_Lucknow,13.0132,13.7236,13.5624,14.6452,13.5436,13.9172,14.7912,14.62791667,14.58791667,15.145,15.42478261,17.00869565,18.10434783,18.69869565,18.85181818,18.89543362,18.43311363,18.25278226
Uttar Pradesh_Hathras,8.875714286,9.275714286,10.18285714,10.79857143,11.15714286,11.14714286,10.52,11.07428571,11.71,9.326666667,10.34,9.548,9.57,9.934,9.568,10.08226183,10.13452601,10.29607958
Uttar Pradesh_Maharajganj,3.155714286,3.984285714,3.708571429,4.495714286,3.512857143,3.544285714,3.074285714,3.847142857,3.097142857,2.971428571,3.258333333,3.075,3.656,3.874,4.0775,3.665811313,3.910928228,3.671354031
Uttar Pradesh_Mahoba,6.704166667,7.835833333,7.834166667,8.821666667,6.6975,7.27,7.9125,6.408333333,6.444545455,4.243333333,5.11375,6.115,6.06375,7.5775,6.624285714,6.704288501,6.517326227,6.714091984
Uttar Pradesh_Mainpuri,4.2625,3.89625,4.85,5.085,4.755,4.46875,4.705,4.201666667,4.228333333,2.918,1.815,2.77,2.85,2.875,3.206666667,3.029248225,3.414748155,3.087922999
Uttar Pradesh_Mathura,6.409333333,6.171333333,7.896,7.317333333,7.339333333,7.198,5.866428571,6.313076923,5.721666667,5.350833333,4.905833333,6.191666667,5.899166667,6.335,5.688333333,6.080402524,6.088266595,6.0379246
Uttar Pradesh_Mau,5.157,5.376,5.364,5.103333333,5.59,5.594444444,5.633333333,6.874444444,5.715555556,5.299,5.579,6.13875,5.835,6.11375,5.85625,5.852666502,5.963710099,5.838443715
Uttar Pradesh_Meerut,7.9825,8.285,9.0625,10.3275,10.435,11.25,10.77714286,10.98666667,11.59833333,11.04166667,12.44666667,13.04166667,14.14833333,14.88666667,16.02166667,14.31898602,13.95708162,13.70153664
Uttar Pradesh_Mirzapur,12.20882353,12.14294118,11.47647059,11.88117647,12.05,12.00411765,11.47117647,11.24529412,9.757647059,9.132352941,8.003529412,11.12266667,9.478666667,8.768,9.53,8.810289736,9.843695815,8.97515462
Uttar Pradesh_Moradabad,2.9975,2.9,4.9875,5.655,3.39,3.715,2.4375,3.2,2.9425,3.13,3.193333333,3.533333333,3.643333333,3.933333333,3.566666667,3.735933799,3.830168526,3.757225703
Uttar Pradesh_Muzaffarnagar,5.0375,4.5475,6.38,6.43625,6.43,6.9025,6.634285714,6.662,6.224,6.304,6.574,6.566,7.01,5.72,5.85,6.004500388,6.026051751,6.505674178
Uttar Pradesh_Pilibhit,3.545,3.59875,3.6125,3.84875,4.175714286,4.00125,3.74625,4.2125,4.0125,4.502857143,4.387142857,4.824285714,4.18,4.527142857,4.48,4.391903797,4.524694123,4.356749517
Uttar Pradesh_Pratapgarh,7.406470588,8.005588235,8.092,9.728571429,9.569428571,9.16,9.318285714,8.720571429,7.867272727,6.627241379,7.182857143,8.501111111,8.551481481,8.042962963,8.045,8.323833461,8.346311228,8.349940986
Uttar Pradesh_Allahabad,7.708378378,8.63972973,8.731111111,8.407222222,8.063243243,9.562162162,9.454864865,9.194864865,7.843243243,6.136764706,7.242571429,7.548787879,7.6103125,8.346129032,8.690625,8.421420985,8.540788008,8.242133988
Uttar Pradesh_Rae Bareli,4.769534884,5.728139535,6.179069767,6.446976744,6.044651163,6.090465116,6.30255814,4.962571429,4.258857143,4.5590625,3.717083333,6.02875,5.334166667,5.905833333,5.544166667,5.579404055,5.534529965,5.685024998
Uttar Pradesh_Rampur,4.386666667,4.69,6.286666667,6.37,5.506666667,7.643333333,4.363333333,5.796666667,5.84,3.425,3.575,3.575,4.28,2.98,4.68,3.389841076,4.32319185,3.464666348
Uttar Pradesh_Saharanpur,7.578,7.372,7.986,8.346,8.468,9.392,6.718,7.624,5.996,6.862,7.762,6.584,7.492,6.738,6.562,7.225897283,7.012823644,7.206809204
Uttar Pradesh_Sant Kabir Nagar,4.624,4.87,4.864,5.296,4.226,4.146,3.942,4.072,4.452,4.3,3.61,4.6,4.512,4.8475,5.305,4.124985632,5.092535856,4.310576159
Uttar Pradesh_Sant Ravi Das Nagar,9.357142857,10.04285714,10.73857143,12.87,10.54857143,10.82571429,10.87428571,10.16857143,8.65,8.463333333,8.076666667,10.08,8.58,7.914285714,8.951428571,8.450632913,9.324241896,8.729142233
Uttar Pradesh_Shahjahanpur,4.772857143,5.605714286,5.662857143,7.661428571,6.004285714,6.301428571,6.044285714,7.291666667,6.51,5.871666667,6.563333333,6.581666667,6.633333333,6.743333333,5.843333333,6.656849743,6.055366135,6.660053931
Uttar Pradesh_Shravasti,4.355333333,4.736,4.651333333,4.216666667,3.794,3.871333333,3.837142857,4.443076923,4.094615385,4.451538462,3.983846154,4.603076923,4.546923077,4.021538462,4.222307692,4.105026974,4.480428066,4.212167695
Uttar Pradesh_Siddharth Nagar,4.619,4.572,4.784545455,4.425454545,4.768181818,4.907272727,4.598181818,4.552727273,4.410909091,4.414545455,3.881818182,4.794545455,4.997272727,4.296363636,4.578181818,4.51950242,4.684419015,4.510338199
Uttar Pradesh_Sitapur,4.343333333,5.357333333,4.980666667,5.226,5.120666667,4.706666667,5.040666667,5.206666667,5.322666667,5.169333333,5.668,5.963333333,5.894666667,6.214615385,6.102307692,6.012956382,6.199435568,5.881979917
Uttar Pradesh_Sonbhadra,9.4405,9.9925,9.4575,7.324,9.6205,8.5375,9.7525,8.6165,8.4335,8.180588235,5.66625,7.87,7.857222222,7.296111111,8.682105263,7.690686884,9.020585233,7.78794958
Uttar Pradesh_Sultanpur,5.627435897,6.344358974,6.744102564,7.164615385,6.646666667,7.002564103,6.709166667,6.700909091,6.478484848,5.673333333,6.128125,7.419677419,7.004375,7.141935484,6.409032258,6.968143044,6.538674415,6.990596352
Uttar Pradesh_Unnao,5.437894737,5.823684211,6.902368421,6.922631579,6.568684211,6.670526316,5.8021875,6.025806452,4.96,5.118275862,5.577931034,6.3025,6.391785714,6.555185185,6.7452,6.577014162,6.654377155,6.569474646
Uttar Pradesh_Varanasi,9.561538462,10.00846154,10.85153846,11.16692308,9.97,11.99923077,12.16615385,11.86923077,12.2725,11.91083333,9.028181818,11.34,11.3,10.75545455,10.895,11.1048829,11.87560672,11.00114095
Uttarakhand_Champawat,32.75,25.26,22.42,17.665,17.95,18.45,8.71,19.23,18.335,18.675,25.44,20.535,21.37,13.94,27.385,16.45561579,22.17031375,17.12764275
Uttarakhand_Dehradun,14.70384615,13.36692308,13.82538462,14.09615385,13.15538462,14.52230769,11.56615385,11.90384615,12.16153846,10.8,13.32,13.11461538,12.11230769,12.20538462,11.74384615,13.08494335,12.27107109,12.80576583
Uttarakhand_Hardwar,4.51,4.41,4.6225,4.85,4.365,4.885,4.17,4.67,5.115,4.715,4.1925,4.38,4.3775,4.8875,4.8875,4.675433316,4.939646314,4.635812095
Uttarakhand_Nainital,28.874,28.262,32.922,28.502,23.952,27.14,23.518,31.932,28.486,28.028,28.19,24.386,24.376,25.586,30.42,21.36842292,27.90984644,28.19686163
Uttarakhand_Udham Singh Nagar,4.811818182,4.346956522,4.656086957,4.62826087,4.48,4.741304348,4.69173913,4.566521739,4.84826087,4.46173913,4.667826087,4.79173913,5.154782609,5.534347826,6.513913043,5.23208908,5.090216811,5.261751498
West Bengal_Bankura,5.570731707,5.703902439,5.461358025,4.987297297,5.139558824,5.792985075,6.386515152,5.471044776,5.384492754,4.377428571,5.079,6.624918033,4.82025641,4.765061728,5.19597561,4.914423922,5.466921253,4.875966911
West Bengal_Barddhaman,7.775277778,8.270555556,7.97125,7.543571429,7.649,8.942835821,9.632753623,9.097246377,9.063857143,8.388714286,7.874202899,8.163269231,9.273125,8.590588235,8.804,8.758092732,9.067807535,8.557790368
West Bengal_Birbhum,6.670123457,7.294938272,6.870125,6.377236842,6.815066667,7.538630137,7.903246753,7.955949367,8.448395062,7.546025641,8.384545455,8.202535211,8.134810127,7.529125,8.891772152,7.974594199,8.496892181,8.013848462
West Bengal_Dakshin Dinajpur,5.04875,6.085,7.11875,7.1075,6.36875,6.6425,6.00375,6.00375,4.63125,4.383333333,4.383333333,4.383333333,4.174285714,6.232857143,5.5075,5.651811571,5.584488246,5.160993369
West Bengal_Darjiling,5.132,5.286,4.756,4.953,4.141,5.087,4.569,4.296,4.459,5.05375,3.98125,4.3475,5.188888889,4.232222222,5.546666667,4.361813973,5.292947359,4.629028646
West Bengal_Haora,5.636666667,5.354666667,4.547142857,4.78,6.498571429,7.147142857,7.085,5.940714286,6.16,7.019285714,5.731428571,8.493571429,5.792,5.807333333,7.156428571,5.689665869,6.741554546,5.721785404
West Bengal_Hugli,9.551351351,10.37611111,11.13472222,9.832285714,9.224242424,11.16441176,11.09027027,10.65864865,10.56078947,10.16111111,11.38594595,10.45972973,11.00763158,10.43459459,10.98513514,10.74816358,11.15444422,10.54523492
West Bengal_Jalpaiguri,4.552413793,5.02,4.629655172,4.925357143,4.312142857,5.035357143,4.119285714,4.131851852,4.726153846,5.038461538,4.231538462,4.6036,4.93962963,3.656785714,3.7925,4.07530933,4.157775043,4.323827125
West Bengal_Koch Bihar,3.364230769,3.151538462,3.244615385,3.340384615,3.732692308,3.394615385,3.223461538,3.175769231,3.53,3.6164,3.0084,3.261363636,2.940454545,2.491818182,2.3796,2.748565857,2.781940904,2.655376222
West Bengal_Maldah,7.014857143,6.185,7.060294118,6.682352941,6.732352941,7.180588235,7.218235294,7.514242424,7.511470588,7.309705882,6.50625,8.241785714,5.827407407,6.235384615,6.227142857,6.020178549,6.985702734,5.989869132
West Bengal_Murshidabad,6.691147541,6.755901639,6.896721311,6.618135593,5.82462963,7.813333333,7.046393443,6.960327869,8.323709677,7.515666667,7.623333333,7.484117647,8.109090909,7.849642857,7.787407407,8.196344844,8.672479061,8.095408191
West Bengal_Nadia,5.3186,5.734,5.505510204,5.07,5.430851064,5.876808511,5.242978723,5.071489362,6.19122449,5.685102041,5.400204082,4.693695652,5.005106383,5.085833333,5.451956522,4.999017616,5.336386457,5.189825581
West Bengal_North 24 Parganas,4.485853659,5.249512195,5.592195122,5.105121951,5.038780488,5.354634146,5.141219512,5.252857143,5.564146341,5.704,5.435789474,5.518571429,5.68225,4.864878049,5.248717949,5.080811961,5.232035297,4.916245576
West Bengal_Pashchim Medinipur,7.682291667,6.946875,7.838367347,7.004693878,7.214285714,8.68877551,9.264680851,9.593043478,10.33854167,10.45617021,10.33170213,11.70666667,9.886808511,9.353877551,9.44244898,9.366823354,9.780438686,9.240755467
West Bengal_Purba Medinipur,8.374615385,8.542307692,9.597307692,8.229230769,8.880384615,11.9532,14.1232,11.80083333,12.068,12.31541667,13.235,12.83047619,13.244,12.7165,11.33411765,12.63258344,13.19393138,12.6056044
West Bengal_Puruliya,6.462280702,7.231578947,6.898421053,6.277678571,6.439818182,7.672352941,7.083928571,6.026607143,5.569818182,4.790980392,5.654901961,6.740769231,5.888627451,5.435,6.040612245,5.657420708,6.082327425,5.645432421
West Bengal_South 24 Parganas,4.280243902,4.302195122,4.455853659,3.967317073,4.67625,5.460487805,5.249268293,5.538780488,6.243902439,6.43975,6.470769231,6.662894737,7.40325,7.011538462,7.08325,6.854470751,7.038374851,6.906521284
West Bengal_Uttar Dinajpur,4.3625,3.911875,4.321333333,4.263571429,4.25,4.030714286,3.889285714,4.044615385,4.227692308,4.045384615,3.882307692,4.574545455,3.274285714,3.485,3.587142857,3.602324261,4.137221907,3.598160061
Nct Of Delhi,10.91688214,11.2041514,11.56430391,11.83215013,12.00795185,12.86679948,11.59126693,12.12378358,12.66009828,12.62906478,12.79531105,13.10728676,21.71194444,18.08780247,17.6438642,19.29596761,17.47767664,18.50192963
